School Year,Category,Department,Internal Role,Req ID,Opening Type,Status,Job Title,Req Openings,Req Remaining Openings,Location,Region,Job Type,JOB_MOST_RECENT_OPEN_DATE,JOB_FILLED_ON,Position Control Number
2023-2024,Operations,Transportation,Bus Driver (Shared),2022-5920,Mid-Year Vacancy,Filled,Bus Driver - IDEA Tres Lagos (Immediate Opening),1,0,IDEA Tres Lagos,"Upper Rio Grande Valley, TX",Full-Time,7/12/2023,7/18/2023,101209
2023-2024,Instructional,Teaching - Other,Teacher (College Prep): Interventionist,2022-5922,Annual Vacancy,Filled,Interventionist Teacher - IDEA Bridge College Prep (Immediate Opening),1,0,IDEA Bridge College Prep,Southern Louisiana,Full-Time,7/11/2023,7/18/2023,1635
2023-2024,Instructional,Teaching - Social Studies,Teacher: 9-12 Social Studies,2022-5923,Annual Vacancy,Filled,AP World History Teacher - IDEA Bluff Springs College Prep (Immediate Opening),1,0,IDEA Bluff Springs College Prep,"Greater Austin, TX",Full-Time,7/14/2023,7/21/2023,93841
2023-2024,Instructional,Teaching - Social Studies,Teacher: 1-5 Social Studies/Science,2022-5924,Annual Vacancy,Filled,4th grade Science/Social Studies Teacher - IDEA Southeast Academy (Immediate Opening),1,0,IDEA Southeast Academy,"Tarrant County, TX",Full-Time,7/13/2023,7/27/2023,101936
2023-2024,Instructional,School Lead Team,Social Worker (Shared),2022-5925,Mid-Year Vacancy,Filled,Social Worker - IDEA Southeast (Immediate Opening),1,0,IDEA Southeast,"Tarrant County, TX",Full-Time,7/20/2023,8/7/2023,98891
2023-2024,Headquarters,Executive Campus Leadership,Principal (Academy),2022-5926,Mid-Year Vacancy,Filled,Principal - IDEA University Prep Academy (Immediate Opening),1,0,IDEA University Prep Academy,Southern Louisiana,Full-Time,7/12/2023,7/24/2023,2296
2023-2024,Headquarters,Executive Campus Leadership,Principal (College Prep),2022-5927,Mid-Year Vacancy,Filled,Principal - IDEA University Prep College Prep (Immediate Opening),1,0,IDEA University Prep College Prep,Southern Louisiana,Full-Time,7/12/2023,7/24/2023,2295
2023-2024,Headquarters,Schools Team,Not Applicable,2022-5928,Mid-Year Vacancy,Filled,Direct Instruction and CSI Program Manager - Jacksonville (Immediate Opening),1,0,Jacksonville Regional Office,"Jacksonville, FL",Full-Time,7/20/2023,8/29/2023,2537
2023-2024,Instructional,Administrative Support,Administrative Assistant (College Prep),2022-5929,Annual Vacancy,Filled,Administrative Assistant - IDEA San Benito College Prep (Immediate Opening),1,0,IDEA San Benito College Prep,"Lower Rio Grande Valley, TX",Full-Time,7/12/2023,7/26/2023,88394
2023-2024,Instructional,Teaching - Social Studies,Teacher: 1-5 Social Studies,2022-5930,Annual Vacancy,Filled,3rd/4th grade Social Studies Teacher-IDEA Travis Academy (Immediate Opening),1,0,IDEA Travis Academy,"Permian Basin, TX",Full-Time,7/12/2023,7/13/2023,20067
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2022-5931,Annual Vacancy,Filled,1st grade ELA Teacher - IDEA Innovation Academy (Immediate Opening),1,0,IDEA Innovation Academy,Southern Louisiana,Full-Time,7/13/2023,7/26/2023,1657
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher (Shared): PE,2022-5933,Annual Vacancy,Filled,PE Co-Teacher - IDEA Valley View (Immediate Opening),1,0,IDEA Valley View,"Cincinnati, OH",Full-Time,7/27/2023,7/26/2023,3030
2023-2024,Operations,Health,Licensed Practical Nurse,2022-5934,Mid-Year Vacancy,Filled,Licensed Practical Nurse - IDEA Victory (Immediate Opening),1,0,IDEA Victory,"Tampa Bay, FL",Full-Time,7/12/2023,8/3/2023,2227
2023-2024,Operations,Health,Regional Registered Nurse,2022-5935,Mid-Year Vacancy,Filled,Regional Registered Nurse - IDEA Mid Rio Grande Valley (Immediate Opening),1,0,Headquarters-Rio Grande Valley,"Headquarters - Rio Grande Valley, TX",Full-Time,7/12/2023,8/6/2023,91115
2023-2024,Instructional,School Lead Team,School Counselor (College Prep),2022-5936,Mid-Year Vacancy,Filled,School Counselor - IDEA Alamo College Prep (Immediate Opening),1,0,IDEA Alamo College Prep,"Mid Rio Grande Valley, TX",Full-Time,7/12/2023,10/31/2023,97936
2023-2024,Instructional,Teaching - Social Studies,Teacher: 1-5 Social Studies/Science,2022-5938,Annual Vacancy,Filled,4th grade Science/Social Studies Teacher - IDEA Frontier Academy (Immediate Opening),1,0,IDEA Frontier Academy,"Lower Rio Grande Valley, TX",Full-Time,7/13/2023,7/26/2023,98279
2023-2024,Instructional,Teaching - Science,Teacher: 9-12 Science,2022-5941,Annual Vacancy,Filled,AP Biology Teacher - IDEA Weslaco College Prep (Immediate Opening),1,0,IDEA Weslaco College Prep,"Lower Rio Grande Valley, TX",Full-Time,7/12/2023,7/21/2023,88792
2023-2024,Instructional,Teaching - Math,Teacher: 6-8 Math,2022-5942,Annual Vacancy,Filled,7th grade Pre-Algebra Teacher - IDEA Weslaco College Prep (Immediate Opening),1,0,IDEA Weslaco College Prep,"Lower Rio Grande Valley, TX",Full-Time,7/13/2023,7/18/2023,89636
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher (Academy): PE,2022-5943,Mid-Year Vacancy,Filled,PE Co-Teacher - IDEA Weslaco Academy (Immediate Opening),1,0,IDEA Weslaco Academy,"Lower Rio Grande Valley, TX",Full-Time,7/12/2023,8/4/2023,88824
2023-2024,Instructional,Teaching - Social Studies,Teacher: 1-5 Social Studies/Science,2022-5945,Annual Vacancy,Filled,3rd grade Science/Social Studies Teacher - IDEA Weslaco Pike Academy (Immediate Opening),1,0,IDEA Weslaco Pike Academy,"Lower Rio Grande Valley, TX",Full-Time,7/13/2023,7/22/2023,100013
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2022-5946,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Brownsville (Immediate Opening),1,0,IDEA Brownsville,"Lower Rio Grande Valley, TX",Full-Time,7/12/2023,7/20/2023,90243
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2022-5949,Annual Vacancy,Filled,3rd grade ELA Teacher - IDEA Hardy Academy (Immediate Opening),1,0,IDEA Hardy Academy,"Greater Houston, TX",Full-Time,7/12/2023,7/19/2023,98971
2023-2024,Instructional,Teaching - Math,Teacher: 6-8 Math,2022-5951,Annual Vacancy,Filled,7th grade Pre-Algebra Teacher - IDEA Southeast College Prep (Immediate Opening),1,0,IDEA Southeast College Prep,"Tarrant County, TX",Full-Time,7/12/2023,7/26/2023,96455
2023-2024,Operations,Facilities and Construction,Facilities Manager (Shared),2022-5952,Mid-Year Vacancy,Filled,Facilities Manager - IDEA Mays (Immediate Opening),1,0,IDEA Mays,"San Antonio, TX",Full-Time,7/12/2023,8/3/2023,90182
2023-2024,Operations,Information Systems,SIS Coordinator (Shared),2022-5953,Mid-Year Vacancy,Filled,SIS Coordinator - IDEA Hidden Meadow Academy (Immediate Opening),1,0,IDEA Hidden Meadow Academy,"San Antonio, TX",Full-Time,7/12/2023,7/28/2023,88052
2023-2024,Operations,Information Systems,Registrar (Shared),2022-5955,Mid-Year Vacancy,Filled,Registrar - IDEA Ewing Halsell (Immediate Opening),1,0,IDEA Ewing Halsell,"San Antonio, TX",Full-Time,7/13/2023,8/11/2023,96218
2023-2024,Instructional,Teaching - Math,Teacher: 1-5 Math,2022-5956,Annual Vacancy,Filled,2nd grade Math Teacher - IDEA Eastside Academy (Immediate Opening),1,0,IDEA Eastside Academy,"San Antonio, TX",Full-Time,7/12/2023,7/24/2023,89217
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher (Academy): AR/Hot Spot CT,2022-5957,Annual Vacancy,Filled,Accelerated Reader Facilitator - IDEA Eastside Academy (Immediate Opening),1,0,IDEA Eastside Academy,"San Antonio, TX",Full-Time,7/12/2023,7/25/2023,94693
2023-2024,Instructional,CTE Role,CTE Campus Role,2022-5958,Annual Vacancy,Filled,CTE Touch System Data Entry and Professional Communication Teacher - IDEA Sports Park College Prep (Immediate Opening),1,0,IDEA Sports Park College Prep,"Lower Rio Grande Valley, TX",Full-Time,7/12/2023,7/18/2023,102105
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2022-5959,Annual Vacancy,Filled,2nd Grade ELA Teacher - IDEA Montopolis Academy (23-24),1,0,IDEA Montopolis Academy,"Greater Austin, TX",Full-Time,7/14/2023,7/28/2023,91092
2023-2024,Instructional,Teaching - Social Studies,Teacher: 9-12 Social Studies,2022-5960,Mid-Year Vacancy,Filled,AP Human Geography Teacher - IDEA Rio Grande City College Prep (Immediate Opening),1,0,IDEA Rio Grande City College Prep,"Upper Rio Grande Valley, TX",Full-Time,7/13/2023,8/3/2023,95290
2023-2024,Instructional,Teaching - Early Childhood Education,Teacher: PK-K,2022-5961,Annual Vacancy,Filled,Kindergarten Teacher - IDEA Riverview Academy (Immediate Opening),1,0,IDEA Riverview Academy,"Lower Rio Grande Valley, TX",Full-Time,7/17/2023,7/26/2023,89233
2023-2024,Instructional,Administrative Support,Testing Coordinator (College Prep),2022-5963,Mid-Year Vacancy,Filled,Testing Coordinator - IDEA Harlingen College Prep (Immediate Opening),1,0,IDEA Harlingen College Prep,"Lower Rio Grande Valley, TX",Full-Time,8/7/2023,9/6/2023,96417
2023-2024,Operations,Operations Support,Bus Monitor (Shared),2022-5964,Mid-Year Vacancy,Filled,Bus Monitor - IDEA THRIVE (Immediate Opening),1,0,IDEA Thrive,"Mid Rio Grande Valley, TX",Part-Time,7/13/2023,8/22/2023,97322
2023-2024,Instructional,Para-Professional - Special Education,Co-Teacher (Academy): RISE,2022-5965,Annual Vacancy,Filled,Special Education RISE Co-Teacher - IDEA Pharr Academy  (Immediate Opening),1,0,IDEA Pharr Academy,"Mid Rio Grande Valley, TX",Full-Time,7/12/2023,7/21/2023,94585
2023-2024,Instructional,School Lead Team,API (College Prep),2022-5967,Annual Vacancy,Filled,Assistant Principal of Instruction - IDEA Palmview College Prep (Immediate Opening),1,0,IDEA Palmview College Prep,"Upper Rio Grande Valley, TX",Full-Time,7/12/2023,7/20/2023,98808
2023-2024,Operations,Facilities and Construction,Custodian (Shared),2022-5968,Annual Vacancy,Filled,Custodian - IDEA Spears (Immediate Opening),1,0,IDEA Spears,"Greater Houston, TX",Full-Time,7/12/2023,8/2/2023,99398
2023-2024,Operations,Operations Support,Not Applicable,2022-5969,Mid-Year Vacancy,Filled,After School Site Administrator - IDEA Toros College Prep (Immediate Opening),1,0,IDEA Toros College Prep,"Mid Rio Grande Valley, TX",Full-Time,7/27/2023,9/8/2023,97286
2023-2024,Operations,Receptionist,Receptionist (Shared),2022-5970,Mid-Year Vacancy,Filled,Receptionist - IDEA Yukon (Immediate Opening),1,0,IDEA Yukon,"Permian Basin, TX",Full-Time,7/12/2023,7/21/2023,94913
2023-2024,Instructional,Teaching - Other,Teacher (College Prep): Interventionist,2022-5971,Mid-Year Vacancy,Filled,Interventionist Teacher - IDEA Hidden Meadow College Prep (Immediate Opening),1,0,IDEA Hidden Meadow College Prep,"San Antonio, TX",Full-Time,7/13/2023,8/7/2023,100711
2023-2024,Instructional,Teaching - Math,Teacher: 1-5 Math,2022-5972,Annual Vacancy,Filled,5th grade Math Teacher - IDEA Najim Academy (Immediate Opening),1,0,IDEA Harvey E. Najim Academy,"San Antonio, TX",Full-Time,7/12/2023,7/21/2023,93120
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2022-5973,Mid-Year Vacancy,Filled,3rd grade Writing Teacher - IDEA Najim Academy (Immediate Opening),1,0,IDEA Harvey E. Najim Academy,"San Antonio, TX",Full-Time,7/12/2023,8/6/2023,95467
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2022-5975,Annual Vacancy,Filled,4th grade Writing Teacher - IDEA Najim Academy (Immediate Opening),1,0,IDEA Harvey E. Najim Academy,"San Antonio, TX",Full-Time,7/12/2023,7/24/2023,89123
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2022-5976,Annual Vacancy,Filled,1st Grade ELA Teacher - IDEA Montopolis Academy (Immediate Opening),1,0,IDEA Montopolis Academy,"Greater Austin, TX",Full-Time,7/20/2023,7/28/2023,92558
2023-2024,Operations,Transportation,Bus Driver (Shared),2022-5979,Mid-Year Vacancy,Filled,Bus Driver - IDEA Brownsville (Immediate Opening),1,0,IDEA Brownsville,"Lower Rio Grande Valley, TX",Full-Time,7/13/2023,9/26/2023,101106
2023-2024,Operations,Transportation,Bus Driver (Shared),2022-5980,Mid-Year Vacancy,Filled,Bus Driver - IDEA Robindale (Immediate Opening),1,0,IDEA Robindale,"Lower Rio Grande Valley, TX",Full-Time,7/13/2023,8/31/2023,94618
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2022-5982,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Spears (Immediate Opening),1,0,IDEA Spears,"Greater Houston, TX",Full-Time,7/21/2023,8/3/2023,91402
2023-2024,Instructional,Teaching - Early Childhood Education,Teacher: PK-K,2022-5983,Annual Vacancy,Filled,Kindergarten Teacher - IDEA Edgecliff Academy (Immediate Opening),1,0,IDEA Edgecliff Academy,"Tarrant County, TX",Full-Time,7/12/2023,7/17/2023,98848
2023-2024,Operations,Transportation,Not Applicable,2022-5984,Mid-Year Vacancy,Filled,Warehouse District Driver - IDEA Greater Houston (Immediate Opening),1,0,Greater Houston Regional Office,"Greater Houston, TX",Full-Time,8/11/2023,9/7/2023,92781
2023-2024,Instructional,Teaching - Social Studies,Teacher: 1-5 Social Studies/Science,2022-5985,Annual Vacancy,Filled,1st grade Science/Social Studies Teacher - IDEA South Flores Academy (Immediate Opening),1,0,IDEA South Flores Academy,"San Antonio, TX",Full-Time,7/13/2023,7/17/2023,100728
2023-2024,Instructional,Teaching - Special Education,Teacher (College Prep): Cooperating SpEd,2022-5986,Annual Vacancy,Filled,Cooperating Special Education Teacher - IDEA Elsa College Prep (Immediate Opening),1,0,IDEA Elsa College Prep,"Mid Rio Grande Valley, TX",Full-Time,7/18/2023,7/22/2023,100513
2023-2024,Instructional,Teaching - Other,Teacher (College Prep): PE,2022-5988,Annual Vacancy,Filled,PE Teacher - IDEA Elsa College Prep (Immediate Opening),1,0,IDEA Elsa College Prep,"Mid Rio Grande Valley, TX",Full-Time,7/12/2023,7/25/2023,98719
2023-2024,Instructional,Teaching - Math,Teacher: 9-12 Math,2022-5989,Annual Vacancy,Filled,AP Pre-Calculus Teacher - IDEA Elsa College Prep (Immediate Opening),1,0,IDEA Elsa College Prep,"Mid Rio Grande Valley, TX",Full-Time,7/12/2023,7/17/2023,102125
2023-2024,Instructional,Teaching - Other,Teacher (College Prep): Interventionist,2022-5990,Annual Vacancy,Filled,Interventionist Teacher - IDEA Brackenridge College Prep (Immediate Opening),1,0,IDEA Brackenridge College Prep,"San Antonio, TX",Full-Time,7/12/2023,7/26/2023,99347
2023-2024,Instructional,Teaching - Early Childhood Education,Teacher: PK-K,2022-5991,Annual Vacancy,Filled,Kindergarten Teacher - IDEA Victory Academy (Immediate Opening),1,0,IDEA Victory Academy,"Tampa Bay, FL",Full-Time,7/13/2023,7/17/2023,2282
2023-2024,Operations,Operations Leadership,APO (Shared),2022-5992,Annual Vacancy,Filled,Assistant Principal of Operations - IDEA Bassett (Immediate Opening),1,0,IDEA Bassett,"Jacksonville, FL",Full-Time,7/13/2023,7/21/2023,2021
2023-2024,Operations,Enrollment,Student Enrollment Coordinator (Shared),2022-5993,Mid-Year Vacancy,Filled,Student Enrollment Coordinator - IDEA River Bluff (Immediate Opening),1,0,IDEA River Bluff,"Jacksonville, FL",Full-Time,7/13/2023,8/8/2023,2389
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2022-5994,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA South Flores (Immediate Opening),1,0,IDEA South Flores,"San Antonio, TX",Full-Time,7/13/2023,8/3/2023,101342
2023-2024,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2022-5996,Mid-Year Vacancy,Filled,Food Service Specialist Substitute - IDEA Mays (Immediate Opening),1,0,IDEA Mays,"San Antonio, TX",Part-Time,7/13/2023,9/5/2023,97730
2023-2024,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2022-5998,Mid-Year Vacancy,Filled,Food Service Specialist Substitute - IDEA Ingram Hills (Immediate Opening),1,0,IDEA Ingram Hills,"San Antonio, TX",Part-Time,7/13/2023,1/16/2024,91399
2023-2024,Headquarters,Special Programs,Not Applicable,2022-5999,Mid-Year Vacancy,Filled,Lead Licensed Specialist in School Psychology - Upper Rio Grande Valley (Immediate Opening),1,0,Headquarters-Rio Grande Valley,"Headquarters - Rio Grande Valley, TX",Full-Time,7/14/2023,7/25/2023,100632
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2022-6000,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Hidden Meadow (Immediate Opening),1,0,IDEA Hidden Meadow,"San Antonio, TX",Full-Time,8/2/2023,8/14/2023,97497
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2022-6001,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Burke (Immediate Opening),1,0,IDEA Burke,"San Antonio, TX",Full-Time,7/13/2023,8/7/2023,88153
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2022-6002,Annual Vacancy,Filled,1st grade ELA Teacher - IDEA Palmview Academy (Immediate Opening),1,0,IDEA Palmview Academy,"Upper Rio Grande Valley, TX",Full-Time,7/13/2023,7/14/2023,102168
2023-2024,Instructional,Teaching - Social Studies,Teacher: 9-12 Social Studies,2022-6003,Annual Vacancy,Filled,AP Geography Teacher - IDEA Kyle College Prep (Immediate Opening),1,0,IDEA Kyle College Prep,"Greater Austin, TX",Full-Time,7/16/2023,7/19/2023,96047
2023-2024,Instructional,School Lead Team,API (College Prep),2022-6006,Annual Vacancy,Filled,Assistant Principal of Instruction - IDEA Rio Vista College Prep (Immediate Opening),1,0,IDEA Rio Vista College Prep,"El Paso, TX",Full-Time,7/16/2023,7/21/2023,96362
2023-2024,Instructional,Teaching - Other,Teacher (College Prep): Interventionist,2022-6007,Annual Vacancy,Filled,Interventionist Teacher - IDEA Monterrey Park College Prep (Immediate Opening),1,0,IDEA Monterrey Park College Prep,"San Antonio, TX",Full-Time,7/13/2023,7/28/2023,89078
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2022-6010,Annual Vacancy,Filled,5th Grade ELA Teacher - IDEA Bluff Springs Academy (Immediate Opening),1,0,IDEA Bluff Springs Academy,"Greater Austin, TX",Full-Time,7/13/2023,7/21/2023,93111
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher: Academy,2022-6011,Annual Vacancy,Filled,2nd Grade ELA Co-Teacher - IDEA Palmview Academy (Immediate Opening),1,0,IDEA Palmview Academy,"Upper Rio Grande Valley, TX",Full-Time,7/13/2023,7/21/2023,94937
2023-2024,Instructional,Teaching - Social Studies,Teacher: 1-5 Social Studies,2022-6012,Annual Vacancy,Filled,5th grade Social Studies Teacher - IDEA Hardy Academy (Immediate Opening),1,0,IDEA Hardy Academy,"Greater Houston, TX",Full-Time,7/13/2023,7/18/2023,98396
2023-2024,Instructional,Teaching - Math,Teacher: 6-8 Math,2022-6013,Annual Vacancy,Filled,6th grade Math Pre-AP Teacher - IDEA Brackenridge College Prep (Immediate Opening),1,0,IDEA Brackenridge College Prep,"San Antonio, TX",Full-Time,7/13/2023,7/20/2023,95309
2023-2024,Instructional,Teaching - Other,Teacher: AVID or Other,2022-6014,Annual Vacancy,Filled,ACT Prep Skills Teacher - IDEA Monterrey Park College Prep (Immediate Opening),1,0,IDEA Monterrey Park College Prep,"San Antonio, TX",Full-Time,7/13/2023,7/21/2023,88031
2023-2024,Instructional,Teaching - Special Education,Teacher (Academy): SpEd RISE,2022-6015,Mid-Year Vacancy,Filled,Special Education RISE Teacher - IDEA Lake Houston Academy (Immediate Opening),1,0,IDEA Lake Houston Academy,"Greater Houston, TX",Full-Time,7/13/2023,8/16/2023,98517
2023-2024,Operations,Operations Leadership,APO (Shared),2022-6017,Annual Vacancy,Filled,Assistant Principal of Operations - IDEA Lakeland (Immediate Opening),1,0,IDEA Lakeland,"Tampa Bay, FL",Full-Time,8/29/2023,10/2/2023,3144
2023-2024,Instructional,CTE Role,CTE Campus Role,2022-6018,Annual Vacancy,Filled,CTE Touch System Data Entry and Professional Communication Teacher - IDEA Brackenridge College Prep (Immediate Opening),1,0,IDEA Brackenridge College Prep,"San Antonio, TX",Full-Time,7/14/2023,8/1/2023,101963
2023-2024,Instructional,CTE Role,CTE Campus Role,2022-6020,Annual Vacancy,Filled,CTE Nursing Science Teacher - IDEA Elsa College Prep (Immediate Opening),1,0,IDEA Elsa College Prep,"Mid Rio Grande Valley, TX",Full-Time,7/13/2023,7/18/2023,96113
2023-2024,Instructional,Administrative Support,Administrative Assistant (Academy),2022-6028,Mid-Year Vacancy,Filled,Administrative Assistant - IDEA Los Encinos Academy (Immediate Opening),1,0,IDEA Los Encinos Academy,"Upper Rio Grande Valley, TX",Full-Time,7/13/2023,8/21/2023,92825
2023-2024,Operations,Receptionist,Receptionist (Shared),2022-6030,Annual Vacancy,Filled,Receptionist - IDEA Lakeland (Immediate Opening),1,0,IDEA Lakeland,"Tampa Bay, FL",Full-Time,10/16/2023,10/20/2023,3143
2023-2024,Operations,Information Systems,SIS Coordinator (Shared),2022-6031,Annual Vacancy,Filled,SIS Coordinator - IDEA Lakeland (Immediate Opening),1,0,IDEA Lakeland,"Tampa Bay, FL",Full-Time,8/29/2023,10/31/2023,3141
2023-2024,Operations,Enrollment,Student Enrollment Coordinator (Shared),2022-6032,Mid-Year Vacancy,Filled,Student Enrollment Coordinator - IDEA Lakeland (Immediate Opening),1,0,IDEA Lakeland,"Tampa Bay, FL",Full-Time,8/29/2023,12/5/2023,3142
2023-2024,Instructional,School Lead Team,College Counselor (College Prep),2022-6033,Mid-Year Vacancy,Filled,College Counselor - IDEA Pflugerville College Prep (Immediate Opening),1,0,IDEA Pflugerville College Prep,"Greater Austin, TX",Full-Time,8/23/2023,8/28/2023,98674
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher: Academy,2022-6034,Mid-Year Vacancy,Filled,1st grade ELA Co-Teacher - IDEA Pflugerville Academy (Immediate Opening),1,0,IDEA Pflugerville Academy,"Greater Austin, TX",Full-Time,7/18/2023,8/7/2023,"91551,94506"
2023-2024,Instructional,Administrative Support,Testing Coordinator (Academy),2022-6036,Mid-Year Vacancy,Filled,Testing Coordinator - IDEA Pflugerville Academy (Immediate Opening),1,0,IDEA Pflugerville Academy,"Greater Austin, TX",Full-Time,7/18/2023,7/24/2023,96726
2023-2024,Operations,Information Systems,Registrar (Shared),2022-6037,Annual Vacancy,Filled,Registrar - IDEA Pflugerville  (Immediate Opening),1,0,IDEA Pflugerville,"Greater Austin, TX",Full-Time,7/13/2023,8/30/2023,93731
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2022-6038,Mid-Year Vacancy,Filled,2nd Grade ELA Teacher - IDEA Bassett Academy (Immediate Opening),1,0,IDEA Bassett Academy,"Jacksonville, FL",Full-Time,11/30/2023,2/28/2024,2939
2023-2024,Instructional,Teaching - Social Studies,Teacher: 1-5 Social Studies,2022-6039,Annual Vacancy,Filled,5th grade Social Studies Teacher - IDEA Pflugerville Academy (Immediate Opening),1,0,IDEA Pflugerville Academy,"Greater Austin, TX",Full-Time,7/13/2023,7/28/2023,93290
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher: Academy,2022-6040,Annual Vacancy,Filled,Kindergarten Co-Teacher - IDEA Edgecliff Academy (Immediate Opening),1,0,IDEA Edgecliff Academy,"Tarrant County, TX",Full-Time,7/13/2023,7/25/2023,95016
