School Year,Category,Department,Internal Role,Req ID,Opening Type,Status,Job Title,Req Openings,Req Remaining Openings,Location,Region,Job Type,JOB_MOST_RECENT_OPEN_DATE,JOB_FILLED_ON,Position Control Number
2024-2025,Instructional,Teaching - Other,Teacher (College Prep): PE,2023-9969,Annual Vacancy,Filled,9th Grade PE Teacher - IDEA Lake Houston College Prep (24-25),1,0,IDEA Lake Houston College Prep,"Greater Houston, TX",Full-Time,4/3/2024,4/17/2024,102941
2024-2025,Instructional,School Lead Team,College Counselor (College Prep),2023-9970,Annual Vacancy,Filled,College Counselor - IDEA Lake Houston College Prep (24-25),1,0,IDEA Lake Houston College Prep,"Greater Houston, TX",Full-Time,1/29/2024,4/2/2024,103234
2024-2025,Instructional,Teaching - Other,Teacher: Spanish,2023-9971,Annual Vacancy,Filled,AP Spanish Teacher - IDEA Palmview College Prep (24-25),1,0,IDEA Palmview College Prep,"Upper Rio Grande Valley, TX",Full-Time,1/29/2024,4/8/2024,103046
2024-2025,Instructional,Teaching - Other,Teacher: AVID or Other,2023-9972,Annual Vacancy,Filled,RTTC Teacher - IDEA Palmview College Prep (24-25),1,0,IDEA Palmview College Prep,"Upper Rio Grande Valley, TX",Full-Time,1/29/2024,2/19/2024,103044
2023-2024,Operations,Facilities and Construction,Custodian (Shared),2023-9974,Mid-Year Vacancy,Filled,Custodian - IDEA South Flores (Immediate Opening),1,0,IDEA South Flores,"San Antonio, TX",Full-Time,1/29/2024,2/6/2024,91056
2023-2024,Instructional,School Lead Team,API (College Prep),2023-9975,Mid-Year Vacancy,Filled,Assistant Principal of Instruction - IDEA Harlingen College Prep (Immediate Opening),1,0,IDEA Harlingen College Prep,"Lower Rio Grande Valley, TX",Full-Time,1/31/2024,3/18/2024,99509
2024-2025,Instructional,Teaching - Social Studies,Teacher: 9-12 Social Studies,2023-9976,Annual Vacancy,Filled,AP Economics/AP Government Teacher - IDEA Owassa College Prep (24-25),1,0,IDEA Owassa College Prep,"Mid Rio Grande Valley, TX",Full-Time,1/29/2024,2/20/2024,103002
2024-2025,Instructional,Teaching - English Language Arts,Teacher: 6-8 ELA,2023-9977,Annual Vacancy,Filled,6th grade ELA Pre-AP Teacher - IDEA Owassa College Prep (24-25),1,0,IDEA Owassa College Prep,"Mid Rio Grande Valley, TX",Full-Time,1/30/2024,4/17/2024,101020
2024-2025,Instructional,Teaching - Science,Teacher: 6-8 Science,2023-9978,Annual Vacancy,Filled,8th grade Science Pre-AP Teacher - IDEA Owassa College Prep  (24-25),1,0,IDEA Owassa College Prep,"Mid Rio Grande Valley, TX",Full-Time,2/2/2024,3/4/2024,103004
2024-2025,Instructional,Teaching - Math,Teacher: 9-12 Math,2023-9980,Annual Vacancy,Filled,Geometry Pre-AP Teacher - IDEA Owassa College Prep (24-25),1,0,IDEA Owassa College Prep,"Mid Rio Grande Valley, TX",Full-Time,2/2/2024,2/19/2024,103005
2024-2025,Instructional,CTE Role,CTE Campus Role,2023-9981,Annual Vacancy,Filled,CTE Biomedical Science Teacher - IDEA Tres Lagos College Prep (24-25),1,0,IDEA Tres Lagos College Prep,"Upper Rio Grande Valley, TX",Full-Time,1/30/2024,3/6/2024,103056
2023-2024,Instructional,Teaching - Math,Teacher: 6-8 Math,2023-9983,Mid-Year Vacancy,Filled,7th Grade Math Teacher - IDEA Yukon College Prep (Immediate Opening),1,0,IDEA Yukon College Prep,"Permian Basin, TX",Full-Time,1/30/2024,2/21/2024,99134
2023-2024,Headquarters,Talent Acquisition,Not Applicable,2023-9985,Mid-Year Vacancy,Filled,Director of Recruitment (Immediate Opening),1,0,Austin Regional Office,"Greater Austin, TX",Full-Time,1/30/2024,3/7/2024,96182
2023-2024,Instructional,Teaching - Other,Teacher: Fine Arts,2023-9987,Mid-Year Vacancy,Filled,Art Teacher - IDEA Travis College Prep (Immediate Opening),1,0,IDEA Travis College Prep,"Permian Basin, TX",Full-Time,1/30/2024,2/8/2024,20121
2023-2024,Operations,Child Nutrition Program,Cafeteria Manager (Shared),2023-9988,Mid-Year Vacancy,Filled,Cafeteria Manager  - IDEA Lake Houston (Immediate Opening),1,0,IDEA Lake Houston,"Greater Houston, TX",Full-Time,1/30/2024,2/16/2024,96204
2023-2024,Headquarters,Executive Campus Leadership,Principal (College Prep),2023-9989,Mid-Year Vacancy,Filled,Principal - IDEA La Joya College Prep (Immediate Opening),1,0,IDEA La Joya College Prep,"Upper Rio Grande Valley, TX",Full-Time,1/30/2024,4/3/2024,98871
2023-2024,Operations,Facilities and Construction,Custodian (Shared),2023-9990,Mid-Year Vacancy,Filled,Custodian - IDEA Hardy (Immediate Opening),1,0,IDEA Hardy,"Greater Houston, TX",Full-Time,1/30/2024,2/16/2024,95734
2023-2024,Headquarters,Governance and Legal Services,Not Applicable,2023-9991,Mid-Year Vacancy,Filled,Director of Organizational Policy Implementation (Immediate Opening),1,0,Headquarters-Rio Grande Valley,"Headquarters - Rio Grande Valley, TX",Full-Time,1/31/2024,4/22/2024,102343
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher: Academy,2023-9992,Mid-Year Vacancy,Filled,Co-Teacher - IDEA La Joya Academy (Immediate Opening),1,0,IDEA La Joya Academy,"Upper Rio Grande Valley, TX",Full-Time,1/30/2024,1/30/2024,98403
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher: Academy,2023-9994,Mid-Year Vacancy,Filled,Co-Teacher - IDEA Achieve Academy (Immediate Opening),1,0,IDEA Achieve Academy,"Tarrant County, TX",Full-Time,2/1/2024,2/21/2024,95827
2023-2024,Operations,Operations Support,21st Century Enrichment (Shared),2023-9995,Mid-Year Vacancy,Filled,21st Century Enrichment Specialist - IDEA Riverview (Immediate Opening),1,0,IDEA Riverview,"Lower Rio Grande Valley, TX",Part-Time,1/30/2024,2/19/2024,97882
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher: Academy,2023-9997,Mid-Year Vacancy,Filled,Kindergarten Co-Teacher - IDEA Montopolis Academy (Immediate Opening),1,0,IDEA Montopolis Academy,"Greater Austin, TX",Full-Time,2/1/2024,3/1/2024,88137
2023-2024,Instructional,Teaching - Special Education,Teacher (Academy): SpEd,2023-9999,Mid-Year Vacancy,Filled,Special Education Teacher - IDEA Walzem Academy (Immediate Opening),1,0,IDEA Walzem Academy,"San Antonio, TX",Full-Time,1/31/2024,4/16/2024,92769
2023-2024,Instructional,Teaching - Social Studies,Teacher: 1-5 Social Studies/Science,2022-1244,Mid-Year Vacancy,Filled,2nd Grade Science/Social Studies Teacher - IDEA River Bluff Academy (Immediate Opening),2,0,IDEA River Bluff Academy,"Jacksonville, FL",Full-Time,7/30/2023,8/7/2023,"2571,2581"
2023-2024,Operations,Operations Support,21st Century Enrichment (Shared),2022-1522,Mid-Year Vacancy,Filled,21st Century Enrichment Specialist - IDEA Mission (Immediate Opening),2,0,IDEA Mission,"Upper Rio Grande Valley, TX",Part-Time,8/16/2023,9/8/2023,"91144,91147"
2023-2024,Operations,Transportation,Bus Driver (Shared),2022-1903,Mid-Year Vacancy,Filled,Bus Driver - IDEA Bassett (Immediate Opening),2,0,IDEA Bassett,"Jacksonville, FL",Full-Time,10/24/2023,11/30/2023,"1690,2528"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2022-2216,Mid-Year Vacancy,Filled,Food Service Specialist Substitute - IDEA South Flores (Immediate Opening),2,0,IDEA South Flores,"San Antonio, TX",Part-Time,8/31/2023,9/13/2023,"91397,101757"
2023-2024,Instructional,Para-Professional - Special Education,Co-Teacher (College Prep): RISE,2022-2316,Mid-Year Vacancy,Filled,Special Education RISE Co-Teacher - IDEA Hidden Meadow College Prep (Immediate Opening),2,0,IDEA Hidden Meadow College Prep,"San Antonio, TX",Full-Time,7/28/2023,9/6/2023,"101087,94450"
2023-2024,Operations,Operations Support,Bus Monitor (Shared),2022-2468,Mid-Year Vacancy,Filled,Bus Monitor - IDEA Spears (Immediate Opening),2,0,IDEA Spears,"Greater Houston, TX",Part-Time,7/25/2023,8/21/2023,"101278,101611"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2022-3247,Mid-Year Vacancy,Filled,Food Service Specialist Substitute- IDEA North Mission (Immediate Opening),2,0,IDEA North Mission,"Upper Rio Grande Valley, TX",Part-Time,7/12/2023,7/18/2023,"91383,94694,94735,95877"
2023-2024,Operations,Operations Support,Lunch Monitor (Shared),2022-3468,Mid-Year Vacancy,Filled,Lunch Monitor - IDEA Sports Park (Immediate Opening),2,0,IDEA Sports Park,"Lower Rio Grande Valley, TX",Part-Time,1/5/2024,1/11/2024,"97483,101368,101367"
2023-2024,Instructional,Teaching - Special Education,Teacher (College Prep): SpEd,2022-350,Annual Vacancy,Filled,Special Education Teacher - IDEA Ewing Halsell College Prep (Immediate Opening),2,0,IDEA Ewing Halsell College Prep,"San Antonio, TX",Full-Time,8/16/2023,7/24/2023,"95580,97017"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2022-3565,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Converse (Immediate Opening),2,0,IDEA Converse,"San Antonio, TX",Full-Time,7/28/2023,8/11/2023,"96147,97097"
2023-2024,Operations,Operations Support,Lunch Monitor (Shared),2022-4058,Mid-Year Vacancy,Filled,Lunch Monitor - IDEA Frontier (Immediate Opening),2,0,IDEA Frontier,"Lower Rio Grande Valley, TX",Part-Time,9/5/2023,8/28/2023,"90588,90589,97811"
2023-2024,Headquarters,Special Programs,Education Diagnostician,2022-4211,Mid-Year Vacancy,Filled,Educational Diagnostician - Houston (Immediate Opening),2,0,Greater Houston Regional Office,"Greater Houston, TX",Full-Time,8/8/2023,8/10/2023,"94906,102239"
2023-2024,Operations,Operations Support,After School Enrichment Specialist (Shared),2022-4890,Mid-Year Vacancy,Filled,After School Enrichment Specialist - IDEA Sports Park (Immediate Opening),2,0,IDEA Sports Park,"Lower Rio Grande Valley, TX",Part-Time,12/15/2023,8/4/2023,"100060,102494,102495,102496"
2023-2024,Operations,Operations Support,School Monitor (Shared),2022-4981,Mid-Year Vacancy,Filled,School Monitor - IDEA Weslaco Pike Academy (Immediate Opening),2,0,IDEA Weslaco Pike Academy,"Lower Rio Grande Valley, TX",Part-Time,7/19/2023,7/24/2023,"100753,101420"
2023-2024,Operations,Operations Support,School Monitor (Shared),2022-5180,Mid-Year Vacancy,Filled,School Monitor - IDEA Burke (Immediate Opening),2,0,IDEA Burke,"San Antonio, TX",Part-Time,7/19/2023,8/21/2023,"96806,96807"
2023-2024,Operations,Operations Support,After School Care (Shared),2022-5181,Mid-Year Vacancy,Filled,After School Care - IDEA Burke (Immediate Opening),2,0,IDEA Burke,"San Antonio, TX",Part-Time,1/18/2024,2/23/2024,"101140,93892,94438,102352"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2022-5219,Mid-Year Vacancy,Filled,Food Service Specialist Substitute - IDEA Harvey E. Najim (Immediate Opening),2,0,IDEA Harvey E. Najim,"San Antonio, TX",Part-Time,3/27/2024,4/24/2024,"93370,102360"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2022-5223,Mid-Year Vacancy,Filled,Food Service Specialist Substitute - IDEA Hidden Meadow (Immediate Opening),2,0,IDEA Hidden Meadow,"San Antonio, TX",Part-Time,8/14/2023,9/27/2023,"102361,96159"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2022-5224,Mid-Year Vacancy,Filled,Food Service Specialist Substitute - IDEA Ewing Halsell (Immediate Opening),2,0,IDEA Ewing Halsell,"San Antonio, TX",Part-Time,7/11/2023,10/12/2023,"97470,102399"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2022-5257,Annual Vacancy,Filled,Food Service Specialist - IDEA Bassett (Immediate Opening),2,0,IDEA Bassett,"Jacksonville, FL",Full-Time,8/23/2023,9/1/2023,"2954,2955"
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher: Academy,2022-5310,Mid-Year Vacancy,Filled,ELA Co-Teacher - IDEA Najim Academy (Immediate Opening),2,0,IDEA Harvey E. Najim Academy,"San Antonio, TX",Full-Time,8/11/2023,8/10/2023,"98339,91461"
2023-2024,Operations,Operations Support,School Monitor (Shared),2022-5494,Mid-Year Vacancy,Filled,School Monitor - IDEA Ewing Halsell College Prep (Immediate Opening),2,0,IDEA Ewing Halsell College Prep,"San Antonio, TX",Part-Time,7/28/2023,12/5/2023,"93940,97491"
2023-2024,Instructional,Teaching - Early Childhood Education,Teacher: PK-K,2022-5626,Annual Vacancy,Filled,Kindergarten Teacher - IDEA Price Hill Academy (Immediate Opening),2,0,IDEA Price Hill Academy,"Cincinnati, OH",Full-Time,7/11/2023,7/17/2023,"2590,2598"
2023-2024,Instructional,Para-Professional - Special Education,Co-Teacher (Academy): RISE,2022-5635,Mid-Year Vacancy,Filled,Exceptional Student Education RISE Paraprofessional - IDEA River Bluff Academy (Immediate Opening),2,0,IDEA River Bluff Academy,"Jacksonville, FL",Full-Time,7/30/2023,8/21/2023,"2698,2960"
2023-2024,Operations,Operations Support,School Monitor (Shared),2022-5837,Mid-Year Vacancy,Filled,School Monitor - IDEA Mesquite Hills (Immediate Opening),2,0,IDEA Mesquite Hills,"El Paso, TX",Part-Time,7/19/2023,8/23/2023,"101044,92983"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2022-5851,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Mesquite Hills (Immediate Opening),2,0,IDEA Mesquite Hills,"El Paso, TX",Full-Time,8/18/2023,8/24/2023,"99329,100137"
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher: Academy,2022-6052,Mid-Year Vacancy,Filled,Kinder Co-Teacher - IDEA Burke Academy (Immediate Opening),2,0,IDEA Burke Academy,"San Antonio, TX",Full-Time,7/14/2023,7/17/2023,"98098,91738"
2023-2024,Operations,Transportation,Bus Driver (Shared),2022-6142,Mid-Year Vacancy,Filled,Bus Driver - IDEA San Benito (Immediate Opening),2,0,IDEA San Benito,"Lower Rio Grande Valley, TX",Full-Time,7/17/2023,8/9/2023,"90041,90043"
2023-2024,Instructional,Teaching - Early Childhood Education,Teacher: PK-K,2022-6152,Annual Vacancy,Filled,Kindergarten Teacher - IDEA River Bluff Academy (Immediate Opening),2,0,IDEA River Bluff Academy,"Jacksonville, FL",Full-Time,7/18/2023,7/21/2023,"2744,2961"
2023-2024,Instructional,Teaching - Social Studies,Teacher: 1-5 Social Studies/Science,2022-6153,Annual Vacancy,Filled,3rd Grade Science/Social Studies Teacher - IDEA River Bluff Academy (Immediate Opening),2,0,IDEA River Bluff Academy,"Jacksonville, FL",Full-Time,7/20/2023,7/28/2023,"2962,2963"
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher: Academy,2022-6300,Annual Vacancy,Filled,Kinder Co-Teacher - IDEA Ingram Hills Academy (Immediate Opening),2,0,IDEA Ingram Hills Academy,"San Antonio, TX",Full-Time,7/27/2023,8/1/2023,"96540,93565"
2023-2024,Instructional,Teaching - Other,Teacher (College Prep): Interventionist,2022-6352,Mid-Year Vacancy,Filled,ELA Interventionist Teacher - IDEA Frontier College Prep (Immediate Opening),2,0,IDEA Frontier College Prep,"Lower Rio Grande Valley, TX",Full-Time,7/20/2023,8/3/2023,"102084,100731"
2023-2024,Operations,Operations Support,Bus Monitor (Shared),2022-6531,Mid-Year Vacancy,Filled,Bus Monitor - IDEA Hardy (Immediate Opening),2,0,IDEA Hardy,"Greater Houston, TX",Part-Time,7/28/2023,8/22/2023,"102483,102484"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2022-6533,Mid-Year Vacancy,Filled,Food Service Specialist Substitute - IDEA Lake Houston (Immediate Opening),2,0,IDEA Lake Houston,"Greater Houston, TX",Part-Time,7/24/2023,8/31/2023,"91390,102479"
2023-2024,Operations,Operations Support,School Monitor (Shared),2022-6558,Mid-Year Vacancy,Filled,School Monitor - IDEA Harlingen (Immediate Opening),2,0,IDEA Harlingen,"Lower Rio Grande Valley, TX",Part-Time,9/26/2023,10/31/2023,"101623,100044"
2023-2024,Instructional,Administrative Support,Tutor,2022-6618,Annual Vacancy,Filled,Tutor - IDEA Riverview College Prep (Immediate Opening),2,0,IDEA Riverview College Prep,"Lower Rio Grande Valley, TX",Part-Time,9/5/2023,9/8/2023,"89658,101465"
2023-2024,Operations,Operations Support,After School Athletics Coach (College Prep),2022-6620,Mid-Year Vacancy,Filled,After School Athletics Coach - IDEA Tres Lagos College Prep (Immediate Opening),2,0,IDEA Tres Lagos College Prep,"Upper Rio Grande Valley, TX",Part-Time,7/28/2023,8/23/2023,"101403,101405"
2023-2024,Operations,Operations Support,School Monitor (Shared),2022-6651,Mid-Year Vacancy,Filled,School Monitor- IDEA Parmer Park College Prep (Immediate Opening),2,0,IDEA Parmer Park College Prep,"Greater Austin, TX",Part-Time,7/28/2023,11/1/2023,"101085,101475"
2023-2024,Operations,Operations Support,School Monitor (Shared),2022-6678,Mid-Year Vacancy,Filled,School Monitor - IDEA Carver Academy (Immediate Opening),2,0,IDEA Carver Academy,"San Antonio, TX",Part-Time,8/28/2023,3/1/2024,"101703,101812"
2023-2024,Operations,Operations Support,Bus Monitor (Shared),2022-6683,Mid-Year Vacancy,Filled,SPED Bus Monitor - IDEA Sports Park (Immediate Opening),2,0,IDEA Sports Park,"Lower Rio Grande Valley, TX",Part-Time,8/4/2023,8/8/2023,"97478,102520"
2023-2024,Instructional,Administrative Support,Tutor,2022-6764,Annual Vacancy,Filled,Tutor - IDEA Alamo College Prep (Immediate Opening),2,0,IDEA Alamo College Prep,"Mid Rio Grande Valley, TX",Part-Time,8/1/2023,10/2/2023,"101063,101064"
2023-2024,Instructional,Teaching - Early Childhood Education,Teacher: PK-K,2022-6779,Mid-Year Vacancy,Filled,Kindergarten Teacher - IDEA Bassett Academy (Immediate Opening),2,0,IDEA Bassett Academy,"Jacksonville, FL",Full-Time,9/5/2023,8/30/2023,"2721,2569"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2022-6832,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Bridge (Immediate Opening),2,0,IDEA Bridge,Southern Louisiana,Full-Time,10/4/2023,2/5/2024,"2676,1562"
2023-2024,Operations,Business/Finance,Not Applicable,2022-6837,Mid-Year Vacancy,Filled,Lead Business Clerk - IDEA Upper Rio Grande Valley (Immediate Opening),2,0,Headquarters-Rio Grande Valley,"Headquarters - Rio Grande Valley, TX",Full-Time,8/3/2023,9/5/2023,"102509,102510"
2023-2024,Operations,Operations Support,After School Enrichment Specialist (Shared),2022-6847,Mid-Year Vacancy,Filled,After School Enrichment Specialist - IDEA Donna (Immediate Opening),2,0,IDEA Donna,"Mid Rio Grande Valley, TX",Part-Time,8/3/2023,1/19/2024,"102521,102522"
2023-2024,Operations,Business/Finance,Not Applicable,2022-6849,Mid-Year Vacancy,Filled,Lead Business Clerk - IDEA Lower Rio Grande Valley (Immediate Opening),2,0,Headquarters-Rio Grande Valley,"Headquarters - Rio Grande Valley, TX",Full-Time,8/3/2023,9/11/2023,"102511,102512"
2023-2024,Operations,Business/Finance,Not Applicable,2022-6850,Mid-Year Vacancy,Filled,Lead Business Clerk - IDEA San Antonio (Immediate Opening),2,0,San Antonio Regional Office,"San Antonio, TX",Full-Time,8/3/2023,9/5/2023,"102514,102515"
2023-2024,Instructional,Teaching - Other,Teacher (College Prep): Interventionist,2022-6907,Mid-Year Vacancy,Filled,Interventionist Teacher - IDEA Monterrey Park College Prep (Immediate Opening),2,0,IDEA Monterrey Park College Prep,"San Antonio, TX",Full-Time,8/4/2023,8/11/2023,"92436,96085"
2023-2024,Instructional,Administrative Support,Tutor,2022-6944,Annual Vacancy,Filled,Tutor - IDEA Weslaco College Prep (Immediate Opening),2,0,IDEA Weslaco College Prep,"Lower Rio Grande Valley, TX",Part-Time,8/5/2023,8/24/2023,"89671,89673"
2023-2024,Instructional,Administrative Support,Tutor,2022-6947,Mid-Year Vacancy,Filled,Tutor - Owassa College Prep (Immediate Opening),2,0,IDEA Owassa College Prep,"Mid Rio Grande Valley, TX",Part-Time,8/7/2023,8/24/2023,"94318,97231"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2022-6952,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA South Flores (Immediate Opening),2,0,IDEA South Flores,"San Antonio, TX",Full-Time,9/8/2023,9/25/2023,"101344,90477"
2023-2024,Operations,Operations Support,School Monitor (Shared),2022-6963,Mid-Year Vacancy,Filled,School Monitor- IDEA Pflugerville Academy (Immediate Opening),2,0,IDEA Pflugerville Academy,"Greater Austin, TX",Part-Time,8/7/2023,9/1/2023,"94357,94355"
2023-2024,Operations,Operations Support,School Monitor (Shared),2022-7011,Mid-Year Vacancy,Filled,School Monitor - IDEA Victory College Prep (Immediate Opening),2,0,IDEA Victory,"Tampa Bay, FL",Part-Time,8/8/2023,9/14/2023,"2478,2669,2890,28932993"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2022-7027,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Hidden Meadow (Immediate Opening),2,0,IDEA Hidden Meadow,"San Antonio, TX",Full-Time,8/23/2023,10/3/2023,"96148,96412"
2023-2024,Operations,Operations Support,School Monitor (Shared),2022-7051,Mid-Year Vacancy,Filled,School Monitor - IDEA Mesa Hills Academy (Immediate Opening),2,0,IDEA Mesa Hills Academy,"El Paso, TX",Part-Time,8/10/2023,8/16/2023,"96222,95245"
2023-2024,Operations,Operations Support,School Monitor (Shared),2022-7052,Mid-Year Vacancy,Filled,School Monitor - IDEA Mesa Hills College Prep (Immediate Opening),2,0,IDEA Mesa Hills College Prep,"El Paso, TX",Part-Time,8/10/2023,9/20/2023,"94200,94654"
2023-2024,Operations,Operations Support,School Monitor (Shared),2022-7076,Mid-Year Vacancy,Filled,Bus Monitor - IDEA Mission (Immediate Opening),2,0,IDEA Mission,"Upper Rio Grande Valley, TX",Part-Time,8/15/2023,9/12/2023,"102543,102544"
2023-2024,Operations,Facilities and Construction,Custodian (Shared),2022-7093,Mid-Year Vacancy,Filled,Custodian- IDEA Round Rock Tech (Immediate Opening),2,0,IDEA Round Rock Tech,"Greater Austin, TX",Full-Time,8/10/2023,10/5/2023,"96210,98588"
2023-2024,Headquarters,Advancement and Development,Not Applicable,2022-7154,Mid-Year Vacancy,Filled,Director of Institutional Giving (Immediate Opening),2,0,Austin Regional Office,"Greater Austin, TX",Full-Time,11/1/2023,11/3/2023,"99248,102690"
2023-2024,Operations,Operations Support,School Monitor (Shared),2022-7167,Mid-Year Vacancy,Filled,School Monitor - IDEA Rio Grande City Academy (Immediate Opening),2,0,IDEA Rio Grande City Academy,"Upper Rio Grande Valley, TX",Part-Time,8/15/2023,9/25/2023,"92085,93456"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-10098,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA San Juan (Immediate Opening),2,0,IDEA San Juan,"Mid Rio Grande Valley, TX",Full-Time,2/7/2024,2/21/2024,"88948,88957"
2023-2024,Operations,Operations Support,After School Enrichment Specialist (Shared),2023-10136,Mid-Year Vacancy,Filled,After School Enrichment Specialist - IDEA Robindale (Immediate Opening),2,0,IDEA Robindale,"Lower Rio Grande Valley, TX",Part-Time,2/12/2024,5/21/2024,"102272,100992"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-10194,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Rio Vista (Immediate Opening),2,0,IDEA Rio Vista,"El Paso, TX",Full-Time,3/4/2024,3/5/2024,"90284,90326"
2024-2025,Instructional,Teaching - Other,Teacher (College Prep): Interventionist,2023-10333,Annual Vacancy,Filled,Interventionist Teacher - IDEA McAllen College Prep (24-25),2,0,IDEA McAllen College Prep,"Upper Rio Grande Valley, TX",Full-Time,2/22/2024,3/7/2024,"102149,89094"
2024-2025,Instructional,Teaching - Early Childhood Education,Teacher: PK-K,2023-10490,Annual Vacancy,Filled,Kindergarten Teacher - IDEA Lakeland Academy  (24-25),2,0,IDEA Lakeland Academy,"Tampa Bay, FL",Full-Time,3/7/2024,5/24/2024,"3239,3240"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-10590,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Alamo (Immediate Opening),2,0,IDEA Alamo,"Mid Rio Grande Valley, TX",Full-Time,4/4/2024,4/15/2024,"90198,90200"
2024-2025,Instructional,Teaching - Special Education,Teacher (College Prep): SpEd,2023-10601,Annual Vacancy,Filled,Special Education Teacher - IDEA Yukon College Prep (24-25),2,0,IDEA Yukon College Prep,"Permian Basin, TX",Full-Time,3/22/2024,5/16/2024,"103317,98908"
2023-2024,Instructional,Administrative Support,Tutor,2023-10792,Annual Vacancy,Filled,Tutor - IDEA Rio Vista Academy (Immediate Opening),2,0,IDEA Rio Vista Academy,"El Paso, TX",Part-Time,4/1/2024,4/29/2024,"103498,103499"
2024-2025,Instructional,School Lead Team,API (Academy),2023-10807,Annual Vacancy,Filled,Assistant Principal of Instruction - IDEA A.W. Brown Academy (24-25),2,0,IDEA A.W. Brown Academy,"Tarrant County, TX",Full-Time,3/28/2024,6/7/2024,"103406,103407"
2024-2025,Instructional,Teaching - Special Education,Teacher (Academy): SpEd,2023-10810,Annual Vacancy,Filled,Special Education Teacher - IDEA A.W. Brown Academy (24-25),2,0,IDEA A.W. Brown Academy,"Tarrant County, TX",Full-Time,5/8/2024,6/27/2024,"103440,103441"
2024-2025,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2023-10853,Mid-Year Vacancy,Filled,1st Grade ELA Teacher - IDEA Victory Academy (Immediate Opening),2,0,IDEA Victory Academy,"Tampa Bay, FL",Full-Time,4/2/2024,8/1/2024,"3288,3289"
2024-2025,Instructional,Teaching - Social Studies,Teacher: 1-5 Social Studies/Science,2023-10855,Annual Vacancy,Filled,1st Grade Math/Science/Social Studies Teacher - IDEA Victory Academy (24-25),2,0,IDEA Victory Academy,"Tampa Bay, FL",Full-Time,4/2/2024,6/20/2024,"3290,3282"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-10874,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Walzem (Immediate Opening),2,0,IDEA Walzem,"San Antonio, TX",Full-Time,4/2/2024,4/15/2024,"90287,99259"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-10877,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Monterrey Park (Immediate Opening),2,0,IDEA Monterrey Park,"San Antonio, TX",Full-Time,4/2/2024,4/26/2024,"90367,90370"
2024-2025,Instructional,Teaching - Early Childhood Education,Teacher: PK-K,2023-11093,Annual Vacancy,Filled,Kindergarten Teacher - IDEA Hope Academy (24-25),2,0,IDEA Hope Academy,"Tampa Bay, FL",Full-Time,4/11/2024,4/26/2024,"2547,3212"
2024-2025,Instructional,Teaching - Other,Teacher (Academy): Interventionist,2023-11118,Annual Vacancy,Filled,Interventionist - IDEA Travis Academy (24-25),2,0,IDEA Travis Academy,"Permian Basin, TX",Full-Time,6/3/2024,6/3/2024,"20200,20214"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-11200,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Bridge (Immediate Opening),2,0,IDEA Bridge,Southern Louisiana,Full-Time,6/25/2024,6/27/2024,"2472,2710"
2024-2025,Instructional,Teaching - Social Studies,Teacher: 1-5 Social Studies/Science,2023-11261,Annual Vacancy,Filled,1st grade Math/Science/Social Studies Teacher - IDEA A.W. Brown Academy (24-25),2,0,IDEA A.W. Brown Academy,"Tarrant County, TX",Full-Time,4/22/2024,5/16/2024,"103424,103425"
